Company Name,long,lat,Supermarket_within_5_miles,Location Employee Size Actual,Location Sales Volume Actual,Status,Year
Lebanon Boro General Store Inc,-74.8172239,40.6434505,1,2,450000.0,Open,2012
Liberty Food Store Inc,-74.68835279999999,40.2383508,13,3,704000.0,Open,2012
Licey Grocery Deli LLC,-74.1660853,40.9128479,20,2,416000.0,Open,2012
Linares Grocery LLC,-74.0733616,40.34903320000001,12,3,687000.0,Open,2012
Local Market & Kitchen,-74.1755798,39.6513449,1,2,518000.0,Open,2012
Los Galleguitos Corp,-74.0180279,40.7797162,55,6,1383000.0,Open,2012
Lusty Lobster,-73.9839671,40.40006279999999,1,20,27194000.0,Open,2012
686 Grand Corp,-74.0081617,40.8390407,48,2,505000.0,Open,2012
Altagracia Martinez,-74.76089,40.211073,8,1,235000.0,Open,2012
Food By Grace Corp,-73.9805695,40.8447977,40,2,505000.0,Open,2012
Jasmine Grocery LLC,-74.7446682,40.2229458,8,3,704000.0,Open,2012
Juice Basin,-74.22060359999999,40.8165549,19,4,238000.0,Open,2012
JYO Deli Market Corp,-74.7733542,40.22301289999999,6,2,469000.0,Open,2012
P R R C Inc,-74.3279178,40.5097099,18,2,458000.0,Open,2012
Quick Out Food Store Inc,-74.470361,40.443503,11,2,458000.0,Closed,2013
Coco Tree Inc,-74.6198448,41.0698928,1,2,497000.0,Closed,2013
Oak Valley Farms Inc,-74.97657790000001,39.8469926,18,9,1994000.0,Closed,2013
Genuardi's,-75.00316959999999,39.9206869,25,200,9339000.0,Closed,2013
Greek Pride Food Svc,-74.053453,40.9945,15,4,1010000.0,Closed,2013
Rosell CITGO,-74.02029240000002,41.000285299999994,15,2,2596000.0,Closed,2013
Super Fresh,-75.062301,39.9005149,21,130,28789000.0,Closed,2013
Super Fresh,-74.5941073,40.336799400000004,8,150,34336000.0,Closed,2013
Super Fresh,-74.9157392,39.8928598,13,75,17718000.0,Closed,2013
Arthur's Mini Market Inc,-74.2636087,40.516589200000006,12,1,229000.0,Closed,2013
Genuardi's,-74.920455,39.8696008,13,7,1654000.0,Closed,2013
George Pandel Grocery,-73.9858725,40.87011079999999,29,2,505000.0,Open,2013
J & A Food Market,-74.274487,40.6092034,25,2,481000.0,Open,2013
Hoser Farm,-75.1090991,40.6803889,3,1,235000.0,Open,2013
My Bones & Biscuits Mugsy Bns,-74.3522725,39.9441306,3,1,259000.0,Open,2013
Sonex Food Products,-74.05770270000001,40.6985357,21,6,9906000.0,Open,2013
Abel Mini Market,-74.1232734,40.8740012,29,2,416000.0,Open,2013
Market Safety Research,-74.388551,40.8661826,13,2,529000.0,Open,2013
Deutsch Enterprises,-74.66778640000001,40.2493675,13,5,1173000.0,Open,2013
Metropolitan Food Systems,-74.2103662,40.9506061,12,3,623000.0,Open,2013
Optimal Trip,-74.19002490000001,40.9760245,17,2,416000.0,Open,2013
Punto Fijo Deli & Grocery Inc,-74.17410059999999,40.912076,18,1,55000.0,Open,2013
First Stop East Orange,-74.2236415,40.7500114,15,2,486000.0,Closed,2013
Himi Inc,-74.46050809999998,40.884052399999995,8,3,3777000.0,Open,2013
Super Fresh,-74.818179,39.090356799999995,2,85,34690000.0,Closed,2013
Fifi's Fine Foods LLC,-74.4928816,40.6785537,10,3,793000.0,Open,2013
Oasis Deli & Grocery,-75.18916,39.422469899999996,2,4,190000.0,Open,2013
Oxxo Store,-75.47008840000001,39.7259256,3,1,272000.0,Open,2013
4 M,-74.123365,40.66141270000001,18,2,461000.0,Open,2013
LA Bonita Supermarket LLC,-74.2249748,40.7662192,16,2,486000.0,Open,2013
Shree Ganesh Foods,-74.1500305,40.7932105,26,1,243000.0,Open,2013
Joe & Veronique Nutrition Hlth,-74.241478,40.7247999,26,3,298000.0,Open,2013
Echelon Food Management Inc,-74.9444869,39.857130100000006,18,4,886000.0,Open,2013
Vineland Specialty Foods LLC,-75.1283595,39.8607503,23,8,16223000.0,Open,2013
7-Eleven,-74.47390240000001,40.357060499999996,2,60,13735000.0,Closed,2013
7-Eleven,-74.22538399999999,40.4196466,12,5,1145000.0,Closed,2013
7-Eleven,-75.08057480000001,38.341103100000005,4,2,817000.0,Closed,2013
Mar Brothers,-74.0175036,40.783353999999996,59,2,461000.0,Open,2013
Fruish Goods,-74.85099340000001,40.9093916,4,2,529000.0,Open,2013
Mc Farlands Car Wash & Gas,-74.56612340000001,40.5690378,9,18,1877000.0,Closed,2013
Blimpie Mini Mart,-74.624696,40.5681695,8,5,308000.0,Open,2013
Franklin Food Mart,-74.4825108,40.487300700000006,10,6,6787000.0,Open,2013
Oldbridge Food Mart LLC,-74.3050379,40.406343299999996,9,2,458000.0,Open,2013
E & E Mini Market,-74.08258559999999,40.715263799999995,32,4,922000.0,Open,2013
Herrera Mini Market,-74.78145490000001,40.235099299999995,6,3,704000.0,Open,2013
Marina's Food Store,-74.184962,40.785639,25,1,243000.0,Open,2013
A & P Food Store,-74.21169609999998,39.7685102,6,65,16803000.0,Closed,2013
A & P Food Store,-74.11892490000001,40.65954970000001,18,150,34559000.0,Closed,2013
A & P Food Store,-74.71614890000001,40.8418677,8,160,42264000.0,Closed,2013
A & P Food Store,-74.2277792,40.9297608,12,2,416000.0,Closed,2013
Food Basics,-75.1122734,39.7209819,8,2,318000.0,Closed,2013
Pathmark,-74.1456515,40.8048677,26,170,41246000.0,Closed,2013
Pathmark,-74.56025799999999,39.40413,9,100,26441000.0,Closed,2013
Pathmark,-74.3043504,40.3506089,11,150,34348000.0,Closed,2013
Pathmark,-73.98630870000001,40.851508100000004,40,175,44159000.0,Closed,2013
Pathmark,-74.19796240000001,40.8550546,10,130,34340000.0,Closed,2013
Pathmark,-74.03074670000001,40.9092635,23,100,25234000.0,Closed,2013
Pathmark,-74.2273786,40.1417112,7,200,45798000.0,Closed,2013
Pathmark,-74.1618454,40.757647999999996,20,150,34559000.0,Closed,2013
Pathmark,-75.04209940000001,39.867472899999996,28,2,443000.0,Closed,2013
Pathmark,-74.20903630000001,40.8842165,19,2,416000.0,Closed,2013
Pathmark,-74.3429845,40.7984992,12,125,30328000.0,Closed,2013
Pathmark,-74.27358620000001,39.7018998,6,150,38776000.0,Closed,2013
Pathmark,-74.1098647,40.3986796,11,175,40073000.0,Closed,2013
Pathmark,-75.0382979,39.4267878,4,140,33405000.0,Closed,2013
Pathmark,-74.02450390000001,40.7983287,55,191,44005000.0,Closed,2013
Pathmark,-70.08011929999999,43.8844048,11,150,34336000.0,Closed,2013
Pathmark,-74.4258157,40.82539310000001,15,118,31170000.0,Closed,2013
Pathmark,-75.1108439,39.8315635,17,165,26156000.0,Closed,2013
Super Fresh,-74.7838147,39.6475089,2,65,17187000.0,Closed,2013
C Hamm Inc,-74.7351513,39.7775775,0,7,1654000.0,Open,2013
Rass Group LLC,-74.0470559,40.7489983,49,3,692000.0,Open,2013
Quick Chek,-74.6499314,40.6806477,3,12,2750000.0,Closed,2013
Gainer Floral Svc,-74.427587,39.361939,3,1,83000.0,Open,2013
Avon Foods Inc,-74.7848615,40.1164081,8,7,1654000.0,Open,2013
Respond Inc,-75.0516689,39.9497315,28,7,153000.0,Open,2013
Sultan Foods Inc,-74.6447093,40.4912407,3,2,459000.0,Open,2013
Edwards Super Food Store,-74.28593690000001,40.351387200000005,8,2,458000.0,Open,2013
KNJ Mini Mart,-74.185251,40.7664804,17,2,486000.0,Open,2013
Sun Food Mart,-75.0204154,40.7461808,1,5,267000.0,Open,2013
Plainfield Farm Fresh,-74.3755855,40.6044362,17,6,1441000.0,Open,2013
Rvp Corp,-74.30253990000001,40.3864261,9,2,458000.0,Open,2013
M P Mini Market,-74.16030570000001,40.9306341,19,3,623000.0,Open,2013
"Rodriguez, Victor",-74.11689609999999,40.867516200000004,29,2,416000.0,Open,2013
Top Tomato,-74.3048948,40.24257070000001,10,3,687000.0,Open,2013
Blitzs Market,-74.824371,39.08050120000001,2,2,817000.0,Open,2013
Food Associates Co,-74.1478363,40.766459999999995,20,3,692000.0,Open,2013
Brazimex Mkt,-73.9934479,40.3094089,7,3,687000.0,Open,2013
Marketplace,-74.96770500000001,40.0315092,23,5,1182000.0,Open,2013
Mother Mary's Market,-74.0497031,40.1230375,10,3,687000.0,Open,2013
Patty's Grocery,-74.3709809,39.584225,2,2,518000.0,Open,2013
Premium Supply Co,-74.12094499999999,40.820138299999996,23,2,505000.0,Open,2013
Raplh's Raplh's,-74.0578727,40.145019,10,3,687000.0,Open,2013
"Ethan, Melissa",-74.0404087,40.7635983,55,2,461000.0,Open,2013
Camila's Deli Grocery,-74.0129515,40.7865131,59,2,461000.0,Open,2013
Clifton Food Mart,-74.1377048,40.882053799999994,29,2,416000.0,Open,2013
D & S Grocery,-74.24390809999998,40.7260278,26,2,486000.0,Open,2013
Fabyan Place Grocery LLC,-74.2174969,40.7206784,24,2,486000.0,Open,2013
Feliz Suriel Grocery,-74.22442099999999,40.7226505,26,2,486000.0,Open,2013
Floyd's,-74.1466055,39.9508198,8,6,317000.0,Open,2013
J M Supermarket,-74.1781483,40.7615651,17,2,486000.0,Open,2013
Jaloon Specialty Foods,-74.11938509999999,40.6618877,18,3,692000.0,Open,2013
Kas Supermarket,-74.1914718,40.747308200000006,17,2,486000.0,Open,2013
Leapy Grocery,-74.4070125,40.6252376,15,2,481000.0,Open,2013
Lion Inc,-73.9791613,40.8273149,56,10,14318000.0,Open,2013
Lombard Brothers Amoco,-74.2301986,40.8535054,18,3,3631000.0,Open,2013
Los Tres Garcias Grocery,-74.1159079,40.8620745,29,2,416000.0,Open,2013
M J Grocery,-74.1227343,40.666805700000005,18,2,461000.0,Open,2013
Nia's Grocery,-74.0400415,40.766441,55,1,231000.0,Open,2013
Quick Food LLC,-74.0406153,40.8735764,23,2,505000.0,Open,2013
Quick Stop,-74.10520759999999,40.687459499999996,18,1,231000.0,Open,2013
R J Super Market,-74.0297598,40.8779524,27,2,505000.0,Open,2013
Ruby Grocery,-74.2064375,40.710541,24,2,486000.0,Open,2013
Torres Grocery,-74.20355620000001,40.6648726,25,2,481000.0,Open,2013
Trebol Food Market,-74.1224938,40.86455529999999,29,2,416000.0,Open,2013
Aksharpati Corp,-74.0867614,40.8480945,34,1,253000.0,Open,2013
Jg Grocery,-74.46066280000001,40.490738799999995,10,2,459000.0,Open,2013
Roxy's Old Time Deli,-74.9947088,39.69179329999999,5,2,318000.0,Open,2013
Arias Minimarket & Deli,-74.15686540000002,40.9137485,20,2,416000.0,Open,2013
Crystal Lake Thriftway,-75.062301,39.9005149,21,60,13288000.0,Open,2013
Food Market LLC,-74.1477828,40.9053094,18,2,416000.0,Open,2013
Frederick's Supermarket,-74.2312073,40.7464714,22,2,486000.0,Open,2013
Gonzales Grocery,-74.14810390000001,40.923606899999996,21,2,416000.0,Open,2013
Ing Grocery,-74.16240429999999,40.772242999999996,17,2,486000.0,Open,2013
K2K Food Market Inc,-74.7371446,40.223616799999995,8,2,469000.0,Open,2013
Modern Bazaar,-74.04331009999999,40.8834347,23,2,505000.0,Open,2013
N K Convenience Shop,-74.17021340000001,40.752807000000004,17,2,486000.0,Open,2013
Newmarket Pharmaceuticals LLC,-74.6575402,40.3938419,7,3,688000.0,Open,2013
Twin City Group,-74.4289532,40.50512,19,2,458000.0,Open,2013
Village News,-74.1519063,40.8790846,29,1,208000.0,Open,2013
Center Deli,-74.21073309999998,40.0868805,10,10,528000.0,Open,2013
E & L Deli Grocery,-74.16328730000001,40.9181159,20,1,55000.0,Open,2013
Eugenio J De LA Cruz,-74.0326975,40.7819559,55,2,461000.0,Open,2013
Hofa Market LLC,-74.07595450000001,40.963104799999996,22,2,505000.0,Open,2013
J & M Deli & Grocery,-74.28017129999999,40.718906,22,1,241000.0,Open,2013
LA Doninicana III,-74.2250441,40.7757656,16,3,728000.0,Open,2013
Magic Convenience,-74.1309809,39.967075200000004,8,2,518000.0,Open,2013
Marsh Supermarkets Inc,-74.4667589,40.8056254,11,3,793000.0,Open,2013
Big Bear Natrl Foods Inc Of Nj,-74.7586857,40.245319200000004,6,3,704000.0,Open,2013
Family Delight Grocery Store,-74.4560661,40.4927768,20,2,458000.0,Open,2013
Food Specialties,-74.0323073,41.0395325,13,3,190000.0,Open,2013
L B's Variety,-74.2283645,40.7402797,22,2,486000.0,Open,2013
Main Street Euro-Amer Bistro,-74.6518455,40.364492799999994,7,34,2048000.0,Open,2013
Super Sale Inc,-74.0183987,40.785621899999995,59,2,461000.0,Open,2013
Carnita Mini Market,-74.44603659999999,40.6031061,16,2,481000.0,Open,2013
Gonzalez LLC,-74.15725529999999,40.7535573,20,3,692000.0,Open,2013
Gourmet Store,-74.11881159999999,40.9809193,14,2,505000.0,Open,2013
Just Groceries,-74.0803714,40.703433399999994,21,2,109000.0,Open,2013
Sunny's Cafe,-74.06373359999999,40.7304905,39,3,692000.0,Open,2013
31 Food & Fuel LLC,-74.8515127,40.5119584,4,4,4040000.0,Open,2013
El Pueblo Grocery,-74.27934259999999,40.51729,12,2,458000.0,Open,2013
All American Dell,-74.2137714,39.9412366,6,5,1293000.0,Open,2013
Convenience Store,-74.54825500000001,39.812939,0,2,473000.0,Open,2013
Pier House,-74.9015772,38.9349932,5,12,665000.0,Open,2013
Carolina Park Avenue Grocery,-74.163445,40.915079999999996,20,2,416000.0,Open,2013
B-R Convenience Store,-74.17346490000001,40.7520713,17,4,384000.0,Open,2013
Century Food Market Inc,-74.04268309999999,40.8935277,23,2,505000.0,Open,2013
Green Tomato,-74.03477159999998,40.766312400000004,55,1,55000.0,Open,2013
Idalis Food Market,-74.19482990000002,40.739244,15,2,486000.0,Open,2013
Main Street Dollar,-75.19312740000001,40.6862843,5,1,235000.0,Open,2013
Maple Shade US Gas,-74.9939099,39.942262799999995,29,2,1923000.0,Open,2013
Pinos Market Grill,-74.12776120000001,40.8609426,29,2,416000.0,Open,2013
R S Food Inc,-74.30151059999999,40.5559486,16,0,0.0,Open,2013
Carousel Cards Gifts & Candy,-74.23228490000001,40.7934026,11,2,271000.0,Open,2013
Centro Americano Grocery,-74.41102070000001,40.90686029999999,5,3,793000.0,Open,2013
Enj Corners,-74.24979959999999,40.637531,28,1,241000.0,Open,2013
Express Mart,-74.68914000000001,40.566309999999994,8,2,459000.0,Open,2013
Angels Wings Inc,-74.758189,40.205739799999996,8,30,7034000.0,Open,2013
Blvd Liquor,-74.15890259999999,40.9271854,19,3,1013000.0,Open,2013
Brothers Store,-74.20492519999999,40.6651893,25,2,481000.0,Open,2013
J & M Gourmet Foods,-74.4792369,40.8805342,13,3,793000.0,Open,2013
Los Compadres Grocery Store,-75.117652,39.9516023,28,4,886000.0,Open,2013
Nicholas Markets,-74.20446190000001,40.8891731,19,7,1453000.0,Open,2013
Wawa Food Market,-74.8511116,40.506512,4,19,4268000.0,Open,2013
Wawa Food Market,-74.27858979999999,39.9964665,3,25,6463000.0,Closed,2013
Castillo Brothers Grocery,-74.1683328,40.9057689,24,2,416000.0,Open,2013
Maria Grocery,-74.1621573,40.897715600000005,24,1,208000.0,Open,2013
Palisades Convenience Store,-74.02513359999999,40.87742670000001,27,1,253000.0,Open,2013
Philopater LLC,-74.03609420000001,40.772443,55,2,461000.0,Open,2013
Risk Management Consulting,-73.9815796,40.8873124,22,4,1010000.0,Open,2013
Turro Foods,-75.04493790000001,39.9271186,25,4,886000.0,Open,2013
A & S Grocery,-74.1869858,40.648270000000004,24,2,481000.0,Open,2013
Abrantes Food Market,-73.7115365,40.9810628,16,2,461000.0,Open,2013
Corrados Famiy Affair,-74.1450074,40.7879321,23,2,505000.0,Open,2013
Freedom Convenience-Smoke Shop,-74.06213709999999,40.7307104,39,2,461000.0,Open,2013
Golden Liquors,-74.0103882,40.7972739,55,3,1000000.0,Open,2013
D M G Foods Inc,-74.301692,40.1391106,6,3,776000.0,Open,2013
Mexico Lindo,-74.1322311,40.862939700000005,29,1,55000.0,Open,2013
One Stop Srv Cnt LLC,-74.166911,40.72573,19,2,486000.0,Open,2013
Rita's Grocery,-74.1697573,40.9220134,20,1,208000.0,Open,2013
Super Stop Supermarket,-74.2051842,40.0847403,10,2,518000.0,Open,2013
Tony Grocery Fish Market,-74.0034818,40.7963372,55,2,461000.0,Open,2013
Abreu Food Market,-74.2721032,40.502163,12,3,687000.0,Open,2013
African Food Market,-74.2143526,40.7294946,15,2,486000.0,Open,2013
All In One Stop,-74.01631,40.789280100000006,59,2,461000.0,Open,2013
All Spirit,-74.222902,40.737977799999996,26,2,486000.0,Open,2013
Arfa Enterprises Inc,-75.03003790000001,39.9942023,33,7,1654000.0,Open,2013
B & C Grocery,-74.2201222,40.745203000000004,22,2,486000.0,Open,2013
Baez Meat Market Grocery Inc,-74.266515,40.519784,12,2,458000.0,Open,2013
Biedronka,-74.114407,40.875055200000006,30,2,505000.0,Open,2013
Borinquen Plaza Supermarket,-74.1676012,40.7672191,17,2,486000.0,Open,2013
Brazilian Market LLC,-73.98858129999999,40.284332299999996,7,3,687000.0,Open,2013
Brian Mini Market,-74.2090298,40.7814174,18,2,486000.0,Open,2013
Convenience Retail Store,-74.167796,40.7241523,19,2,486000.0,Open,2013
Country Farm,-74.8469347,39.9815609,7,2,473000.0,Open,2013
D & S Grocery,-74.1865186,40.769398200000005,17,2,486000.0,Open,2013
Denisse Grocery,-74.13115379999999,40.8635107,29,2,416000.0,Open,2013
Dreamers Supermarket,-74.1743364,40.7512466,17,2,486000.0,Open,2013
E T Deli & Grocery,-74.17916590000002,40.7295821,17,1,243000.0,Open,2013
Family Grocery,-74.24294520000001,40.7207149,26,3,728000.0,Open,2013
Family Supermarkets,-74.2309322,40.7277333,26,2,486000.0,Open,2013
Fasul Market,-74.2311158,40.7501072,22,5,688000.0,Open,2013
Fermim Grocery,-74.1618009,40.921383299999995,20,1,208000.0,Open,2013
Food Market Hispano American,-74.1897061,40.7703273,25,3,728000.0,Open,2013
Fox Supermarket,-74.1894768,40.7322919,15,2,486000.0,Open,2013
Fuel Stop Inc,-74.0437668,40.761214700000004,55,2,3029000.0,Open,2013
Generation Next LT,-74.1521636,40.9256982,19,2,416000.0,Open,2013
Glenny's Grocery Inc,-74.225063,40.7530682,15,2,486000.0,Open,2013
Hailey's Mini Market,-74.2288932,40.7520963,15,3,728000.0,Open,2013
J & C II Inc,-74.211203,40.7335726,15,3,728000.0,Open,2013
J & J Grocery & Deli,-74.1270928,40.876898700000005,29,2,416000.0,Open,2013
J C Grocery,-74.0405033,40.754779799999994,55,1,231000.0,Open,2013
Jhan's Grocery & Deli,-74.5337177,40.2639138,4,3,704000.0,Open,2013
K Kim Farm Inc,-74.28593690000001,40.351387200000005,8,3,335000.0,Open,2013
Kanudo Inc,-74.2289147,40.853518799999996,18,2,486000.0,Open,2013
LA Esperanza Grocery Store,-74.03752800000001,40.756752,55,2,461000.0,Open,2013
LA Placita Mexicana,-74.45250990000001,40.4903628,20,2,458000.0,Open,2013
Lester M Entin Assoc,-74.50116120000001,40.422209,11,2,458000.0,Open,2013
M & B Supermarket M & B Sup,-74.15934240000001,40.91948729999999,20,2,416000.0,Open,2013
A D I Food Mart,-74.15524029999999,40.9522349,18,2,416000.0,Open,2013
Dino's On Main Market & Bistro,-74.0128671,40.216840600000005,9,3,687000.0,Open,2013
El Sitio Grocery,-74.0536346,40.73424179999999,39,3,692000.0,Open,2013
Giovani Grocery LLC,-74.1947317,40.6560354,24,2,481000.0,Open,2013
J & G Groceries,-74.4274417,40.61647120000001,17,2,481000.0,Open,2013
Millstone Mini Market & Deli,-74.4359753,40.261439200000005,0,2,458000.0,Open,2013
Mr Dipper,-74.1200848,40.885226200000005,30,2,505000.0,Open,2013
Peralta Food Market Corp,-74.2074542,40.70853029999999,24,2,486000.0,Open,2013
Quick Shop,-74.2960772,40.4611331,9,2,458000.0,Open,2013
Red Sea King Inc,-74.1259458,40.6551911,18,2,461000.0,Open,2013
South Berwick Grocery,-75.1198871,39.9230547,29,2,713000.0,Open,2013
T & J Minimarket Inc,-74.1832394,40.9189514,17,2,416000.0,Open,2013
99 Cents Dynasty,-74.019814,40.784968,59,2,327000.0,Open,2013
Acer Restoration LLC,-74.1196374,40.872400899999995,29,2,416000.0,Open,2013
AMOR Mini Market,-74.1342955,40.859375899999996,29,2,416000.0,Open,2013
Bon Appetit,-74.6516859,40.363970200000004,7,3,687000.0,Open,2013
Cibao Grocery Market,-74.1246612,40.872356599999996,29,2,416000.0,Open,2013
D & R Minimart,-74.2377176,40.73461210000001,22,2,486000.0,Open,2013
D & R Sons Inc,-74.22905229999999,40.7530461,15,2,486000.0,Open,2013
E & R Grocery Store,-74.2202712,40.703421899999995,27,2,481000.0,Open,2013
Eddy's Supermarket,-74.2135991,40.723341,20,2,486000.0,Open,2013
El Colmadon Grocery & Deli,-74.138836,40.868415999999996,29,2,416000.0,Open,2013
El Mojadito Mini Market,-74.3808772,40.4509104,12,2,458000.0,Open,2013
Empire Grocery & Deli,-74.15633299999999,40.933406,19,2,416000.0,Open,2013
F & L Grocery,-74.1224239,40.8722616,29,2,416000.0,Open,2013
G & J Food Market,-74.2034875,40.758883399999995,18,2,486000.0,Open,2013
Gaby Grocery,-74.1711308,40.9251081,18,2,416000.0,Open,2013
Garcia Grocery,-74.1833377,40.7270901,17,2,486000.0,Open,2013
Garfield Mini Mart,-74.10707729999999,40.8660948,30,2,505000.0,Open,2013
Governors Deli & Grocery,-74.16382409999999,40.9221676,20,4,831000.0,Open,2013
Indian Grocery Outlet Inc,-74.39631609999999,40.5363782,22,2,458000.0,Open,2013
Janrock Mini Mart,-74.1721054,40.919382500000005,20,2,416000.0,Open,2013
Julio's Grocery,-74.1557645,40.9147491,20,2,416000.0,Open,2013
Kenny's Corner,-74.44717840000001,40.4971832,20,2,458000.0,Open,2013
LA Guajira Grocery,-74.039034,40.7553054,55,2,461000.0,Open,2013
LA Unica Grocery Store LLC,-74.8190244,38.9858625,7,2,817000.0,Open,2013
Lili's Grocery,-74.1497094,40.9242561,21,2,416000.0,Open,2013
LNE Discounted Groceries,-74.1552322,40.9345401,19,2,416000.0,Open,2013
Lucky 3 LLC,-74.2455815,40.8868968,19,2,416000.0,Open,2013
Lyons Grocery,-74.16155570000001,40.928836499999996,19,2,416000.0,Open,2013
A D O M B B Y Food,-74.1912988,40.714509,22,3,728000.0,Open,2013
Este Grocery,-74.1223214,40.8663627,29,2,416000.0,Open,2013
Eujenia's Grocery,-74.0360483,40.7625184,55,2,461000.0,Open,2013
G L F Enterprises,-74.0722832,41.045766,13,2,505000.0,Open,2013
Guru Govino Grocery,-74.029838,40.768803999999996,55,2,461000.0,Open,2013
Luisanna Mini Market,-74.095893,40.690013,21,3,692000.0,Open,2013
New York,-75.1025595,39.9322679,31,2,443000.0,Open,2013
Nira's Quick Shop,-74.1340662,40.9342985,20,1,253000.0,Open,2013
Quik Mart,-83.1439616,42.4909998,8,2,529000.0,Open,2013
Vizcaya Grocery LLC,-74.2079054,40.725805,20,2,486000.0,Open,2013
Convenience America,-74.4659118,41.0563479,1,2,416000.0,Open,2013
5 Brothers Supermarket,-74.0464281,40.7550352,49,4,922000.0,Open,2013
5th Street Deli Grocery,-74.19214090000001,40.657432799999995,24,2,481000.0,Open,2013
Almonte Food Market,-75.0830385,39.9488451,29,2,443000.0,Open,2013
B & E Deli & Grocery,-74.18445140000001,40.9220444,18,1,55000.0,Open,2013
Bras LA USA Transfer,-73.985398,40.30505,7,2,217000.0,Open,2013
Dave's Sweet Shop,-74.3176405,40.704593200000005,22,2,481000.0,Open,2013
Eco Food Store,-74.03262,40.7609323,55,1,231000.0,Open,2013
El Nuevo Ranchero,-75.03419050000001,39.4796604,8,4,190000.0,Open,2013
Jocelyn Grocery,-74.1171369,40.8660569,29,3,623000.0,Open,2013
LA Malinche,-74.27691659999999,40.260169700000006,10,2,458000.0,Open,2013
Mejia Grocery,-74.12417629999999,40.864086900000004,29,2,110000.0,Open,2013
Neha Megha LLC,-75.2106431,39.4249955,2,3,4203000.0,Open,2013
Prospect Park Grocery & Deli,-74.1742038,40.9348178,17,2,416000.0,Open,2013
PVA Corp,-74.01870749999999,40.7860062,59,2,461000.0,Open,2013
R J Grocery,-74.2146997,40.7234562,20,3,728000.0,Open,2013
Clarke's Sunset Market,-74.7674003,39.0464128,2,5,2041000.0,Open,2013
Elmwood Mart,-74.1268175,40.902977299999996,25,2,2596000.0,Open,2013
Americas Food Market,-74.17571740000001,40.9151623,18,4,831000.0,Open,2013
Bankoiva Bankoiva,-74.16068409999998,40.9264042,19,2,416000.0,Open,2013
Best Food Mart,-74.154526,40.8963964,24,4,219000.0,Open,2013
Brennan Fuel,-74.3697324,39.5820933,2,3,2834000.0,Open,2013
King Fung Food Market,-74.0347157,40.929303000000004,21,15,3786000.0,Open,2013
Little Mina De Oro Inc,-74.0789439,40.709847499999995,17,2,486000.0,Open,2013
Montes Food Market Corp,-74.196889,40.736090600000004,15,7,1699000.0,Open,2013
Trustees Of Princeton Univ,-74.66069279999999,40.344643,7,3,704000.0,Open,2013
Circle A Convenience Store,-74.2908976,41.0026559,9,1,208000.0,Open,2013
Elizabeth Grocery,-75.1019372,39.9278336,29,2,443000.0,Open,2013
Family Grocery Store LLC,-74.2290752,40.7868555,11,2,486000.0,Open,2013
Jalaram Krupa LLC,-74.30014150000001,39.6433851,5,2,518000.0,Open,2013
B & H Food Store,-74.1620258,40.78904779999999,26,1,243000.0,Open,2013
Cibao Groceries,-74.4575698,40.490947799999994,20,2,458000.0,Open,2013
El Gran Poderde Dios Deli-Groc,-74.1170078,40.8683958,29,2,416000.0,Open,2013
Eliany Grocery Store LLC,-74.186725,40.7200834,22,2,486000.0,Open,2013
G L Food Mart,-74.118261,40.920737,25,2,505000.0,Open,2013
Harry's Grocery Deli,-74.0442872,40.8949337,23,2,505000.0,Open,2013
International Food Market,-74.43092270000001,40.498637200000005,19,2,458000.0,Open,2013
Junior Grocery,-74.0318349,40.7683323,55,2,461000.0,Open,2013
Kratu LLC,-74.113295,40.888273299999994,30,2,505000.0,Open,2013
LA Plaza Inc,-74.22280529999999,40.7378755,26,2,486000.0,Open,2013
M J Minimarket,-74.15633299999999,40.933406,19,4,831000.0,Open,2013
One Stop Mini Mart,-74.75664609999998,40.2496703,6,1,235000.0,Open,2013
R B Foods,-74.4252581,40.50021470000001,19,2,458000.0,Open,2013
Ubany Supermarket,-74.006534,40.788072,59,2,461000.0,Open,2013
Ungers Food,-74.1132521,40.901270600000004,25,18,16747000.0,Open,2013
Varsha Convenience,-74.2195604,40.6552718,28,2,481000.0,Open,2013
Boro & Family Grocery & Deli,-74.2168758,40.733324100000004,26,2,486000.0,Open,2013
Convenience & Lottery,-74.8578845,40.0779649,5,2,473000.0,Open,2013
Eagle International,-74.0570006,40.861985700000005,31,2,505000.0,Open,2013
Eba Markets LLC,-74.258052,40.810120500000004,11,5,1214000.0,Open,2013
Kingston Food Ctr & Deli,-74.1412228,40.908623600000006,23,2,416000.0,Open,2013
Lyons Shell,-74.2308635,40.7205552,26,12,14524000.0,Open,2013
Rezzo Grocery & Deli,-74.1155311,40.6667981,18,2,461000.0,Open,2013
24 7 Convenience Store,-74.0867614,40.8480945,34,2,505000.0,Open,2013
24 Hour Convenience Store,-74.4418572,39.3547877,3,1,265000.0,Open,2013
99 Cent El Giante,-74.1535437,40.9182837,21,2,416000.0,Open,2013
A & M Convenience Store,-74.4308082,40.579868700000006,24,1,229000.0,Open,2013
A M Quick Stop,-74.43905229999999,40.5776695,24,2,458000.0,Open,2013
Aladdin News Shop,-74.2146997,40.6624847,25,2,69000.0,Open,2013
Amarilis Grocery,-75.1043321,39.929030700000006,29,2,443000.0,Open,2013
Andrew Michael Corp,-74.2751059,40.128710299999995,6,8,7557000.0,Open,2013
Ascona Supermarket 2,-74.2029142,40.6925486,22,2,486000.0,Open,2013
